take,note_index,start_time,end_time,duration,note_name,measured_hz,target_hz,cents_error
NO_OUTLIERS_2,0,0.0,0.058049886621315196,0.058049886621315196,B5,1002.2727272727273,987.7666025122483,25.239643804345945
NO_OUTLIERS_2,1,0.06385487528344672,0.08707482993197278,0.023219954648526067,C4,255.4949846216316,261.6255653005986,-41.05026297537187
NO_OUTLIERS_2,2,0.09287981859410431,0.13351473922902493,0.04063492063492062,B3,253.23160132117,246.94165062806206,43.54471515567272
NO_OUTLIERS_2,3,0.13931972789115646,0.28444444444444444,0.14512471655328799,C4,259.6458275640643,261.6255653005986,-13.15017821321526
NO_OUTLIERS_2,4,0.29024943310657597,0.34829931972789113,0.05804988662131516,B3,252.57672215477137,246.94165062806206,39.06179270551435
NO_OUTLIERS_2,5,0.35410430839002266,0.43537414965986393,0.08126984126984127,C4,256.38749714689106,261.6255653005986,-35.01313651066229
NO_OUTLIERS_2,6,0.44117913832199546,0.5050340136054422,0.06385487528344674,B3,253.36009816660982,246.94165062806206,44.42296925663358
NO_OUTLIERS_2,7,0.5108390022675737,0.8010884353741496,0.2902494331065759,C4,256.31651500657676,261.6255653005986,-35.492503537484296
NO_OUTLIERS_2,8,0.8068934240362812,0.8591383219954648,0.052244897959183634,C#4,279.7384550571493,277.1826309768721,15.890081540513533
NO_OUTLIERS_2,9,0.8649433106575963,1.474467120181406,0.6095238095238096,D4,291.6544550384309,293.6647679174076,-11.892094617119632
NO_OUTLIERS_2,10,1.4802721088435373,1.509297052154195,0.029024943310657747,D#4,310.63245074435923,311.1269837220809,-2.75396708919682
NO_OUTLIERS_2,11,1.5151020408163265,2.014331065759637,0.4992290249433107,E4,330.0523295098705,329.6275569128699,2.2295082806280337
NO_OUTLIERS_2,12,2.020136054421769,2.049160997732426,0.029024943310657303,D#4,312.01205624957186,311.1269837220809,4.917903156720099
NO_OUTLIERS_2,13,2.0549659863945577,2.066575963718821,0.011609977324263276,D#3,155.55228619922806,155.56349186104046,-0.12470999318188332
NO_OUTLIERS_2,14,2.078185941043084,2.10140589569161,0.02321995464852611,E4,327.2816398353869,329.6275569128699,-12.365023372704677
NO_OUTLIERS_2,15,2.1072108843537416,2.6354648526077096,0.528253968253968,F4,346.0770975394526,349.2282314330039,-15.692063363407016
NO_OUTLIERS_2,16,2.6528798185941045,2.7225396825396824,0.06965986394557788,F2,87.86403146126659,87.30705785825097,11.009292905751456
NO_OUTLIERS_2,17,2.75156462585034,3.128888888888889,0.37732426303854893,G4,391.55564357282054,391.99543598174927,-1.9434180940594026
NO_OUTLIERS_2,18,3.1346938775510202,3.175328798185941,0.04063492063492058,G#4,405.91282593188964,415.3046975799451,-39.6003164927067
NO_OUTLIERS_2,19,3.1811337868480725,3.2043537414965986,0.02321995464852611,G4,402.8568069505631,391.99543598174927,47.31633052266551
NO_OUTLIERS_2,20,3.221768707482993,3.250793650793651,0.029024943310657747,D#2,79.8913043478261,77.78174593052023,46.328238035299925
NO_OUTLIERS_2,21,3.2565986394557824,3.2914285714285714,0.03482993197278894,C3,132.6825198235015,130.8127826502993,24.569751013763312
NO_OUTLIERS_2,22,3.320453514739229,3.3378684807256236,0.01741496598639447,G#2,104.02210649100485,103.82617439498628,3.263961722094478
NO_OUTLIERS_2,23,3.3436734693877552,3.3959183673469386,0.05224489795918341,A#4,459.52000056492557,466.1637615180899,-24.85104124325188
NO_OUTLIERS_2,24,3.4017233560090703,3.7500226757369615,0.3482993197278912,A4,446.84489667446564,440.0,26.724748708038305
NO_OUTLIERS_2,25,3.7732426303854876,3.7964625850340137,0.02321995464852611,A2,111.38570348954028,110.0,21.672658666842167
NO_OUTLIERS_2,26,3.813877551020408,3.8370975056689343,0.02321995464852611,D#2,79.8913043478261,77.78174593052023,46.328238035299925
NO_OUTLIERS_2,27,3.842902494331066,3.877732426303855,0.03482993197278894,A#2,119.3031879370263,116.54094037952248,40.55488459321893
NO_OUTLIERS_2,28,3.8951473922902493,3.9067573696145126,0.011609977324263276,A3,219.22624903361643,220.0,-6.0995689903642205
NO_OUTLIERS_2,29,3.912562358276644,3.93578231292517,0.02321995464852611,B2,125.38584621953567,123.47082531403103,26.64517547527029
NO_OUTLIERS_2,30,3.9415873015873015,3.9706122448979593,0.029024943310657747,F2,86.2171245686801,87.30705785825097,-21.748604849330366
NO_OUTLIERS_2,31,3.976417233560091,3.9880272108843537,0.011609977324262832,B2,120.56620759945744,123.47082531403103,-41.213503597295556
NO_OUTLIERS_2,32,3.9938321995464854,4.31891156462585,0.32507936507936463,B4,496.2041282726966,493.8833012561241,8.116257195526584
NO_OUTLIERS_2,33,4.3363265306122445,4.347936507936508,0.011609977324263276,B4,507.713658099052,493.8833012561241,47.813856455017174
NO_OUTLIERS_2,34,4.35374149659864,4.3769614512471655,0.023219954648525665,E3,164.00194194367293,164.81377845643496,-8.548751059211602
NO_OUTLIERS_2,35,4.39437641723356,4.4175963718820865,0.023219954648526553,G2,99.18452293139423,97.99885899543733,20.82007617440784
NO_OUTLIERS_2,36,4.435011337868481,4.458231292517007,0.023219954648525665,D#2,79.8913043478261,77.78174593052023,46.328238035299925
NO_OUTLIERS_2,37,4.46984126984127,4.481451247165533,0.011609977324263276,D#2,79.8913043478261,77.78174593052023,46.328238035299925
NO_OUTLIERS_2,38,4.498866213151928,4.51047619047619,0.011609977324262388,D#2,79.8913043478261,77.78174593052023,46.328238035299925
NO_OUTLIERS_2,39,4.551111111111111,4.794920634920635,0.24380952380952348,C5,514.2224845203166,523.2511306011972,-30.13299595154142
