take,note_index,start_time,end_time,duration,note_name,measured_hz,target_hz,cents_error
NEW_C_SCALE,0,0.0,0.058049886621315196,0.058049886621315196,B5,1002.2727272727273,987.7666025122483,25.239643804345945
NEW_C_SCALE,1,0.06965986394557823,0.08707482993197278,0.017414965986394554,A2,112.006885945579,110.0,31.30068610555425
NEW_C_SCALE,2,0.09287981859410431,0.12770975056689343,0.03482993197278912,A#2,114.41808530083942,116.54094037952248,-31.826099754081135
NEW_C_SCALE,3,0.156734693877551,0.18575963718820862,0.029024943310657608,F#2,91.43376184141466,92.4986056779086,-20.045569223371945
NEW_C_SCALE,4,0.23219954648526078,0.2438095238095238,0.011609977324263027,F2,88.03322679318087,87.30705785825097,14.339837256474102
NEW_C_SCALE,5,0.25541950113378686,0.26702947845804986,0.011609977324262999,A#2,119.45371829242102,116.54094037952248,42.73788583345838
NEW_C_SCALE,6,0.2960544217687075,0.313469387755102,0.017414965986394526,G2,97.61615050816471,97.99885899543733,-6.774110136664766
NEW_C_SCALE,7,0.34249433106575966,0.35410430839002266,0.011609977324262999,E2,82.60943278171038,82.4068892282175,4.249888350989454
NEW_C_SCALE,8,0.3599092970521542,0.37732426303854877,0.01741496598639458,G2,99.56832328945652,97.99885899543733,27.50626041227579
NEW_C_SCALE,9,0.4121541950113379,0.42376417233560093,0.011609977324263054,G2,99.71472139534593,97.99885899543733,30.04987300740387
NEW_C_SCALE,10,0.4295691609977324,0.44117913832199546,0.011609977324263054,F#3,187.8458385395013,184.9972113558172,26.454758043753305
NEW_C_SCALE,11,0.4527891156462585,0.46439909297052157,0.011609977324263054,C4,257.5950039228974,261.6255653005986,-26.87869346352015
NEW_C_SCALE,12,0.47020408163265304,0.4818140589569161,0.011609977324263054,B3,240.8250925631131,246.94165062806206,-43.42136414388384
NEW_C_SCALE,13,0.5108390022675737,0.5398639455782313,0.029024943310657525,A2,109.44305775896484,110.0,-8.787696007714356
NEW_C_SCALE,14,0.5456689342403628,0.5572789115646258,0.011609977324263054,E2,84.1988197382273,82.4068892282175,37.24207008300707
NEW_C_SCALE,15,0.5630839002267574,0.5863038548752835,0.02321995464852611,B2,120.80674221586321,123.47082531403103,-37.763060156435415
NEW_C_SCALE,16,0.592108843537415,0.603718820861678,0.011609977324263054,A#3,239.77049327657147,233.08188075904496,48.98072535815916
NEW_C_SCALE,17,0.6327437641723356,0.7256235827664399,0.09287981859410432,C#4,273.6668261334195,277.1826309768721,-22.099554164322875
NEW_C_SCALE,18,0.7314285714285714,0.7720634920634921,0.04063492063492069,C4,266.5247528250344,261.6255653005986,32.119202614322404
NEW_C_SCALE,19,0.7778684807256235,0.8301133786848073,0.052244897959183745,C#4,273.1805067910136,277.1826309768721,-25.178778567764542
NEW_C_SCALE,20,0.8359183673469388,0.8707482993197279,0.03482993197278905,C4,261.6854096272029,261.6255653005986,0.395957819637551
NEW_C_SCALE,21,0.8765532879818594,0.8881632653061224,0.011609977324263054,B3,248.8084172738294,246.94165062806206,13.03812329283728
NEW_C_SCALE,22,0.9171882086167801,0.9346031746031747,0.01741496598639458,A#3,237.96402995469418,233.08188075904496,35.887990523868076
NEW_C_SCALE,23,0.9404081632653061,0.9520181405895691,0.011609977324263054,A3,226.43499204168364,220.0,49.91207754482232
NEW_C_SCALE,24,0.9810430839002268,0.9984580498866213,0.01741496598639458,C#4,278.32515402885844,277.1826309768721,7.121331696308046
NEW_C_SCALE,25,1.0042630385487528,1.0332879818594105,0.029024943310657747,D4,294.69006071938395,293.6647679174076,6.0338541283329015
NEW_C_SCALE,26,1.039092970521542,1.0971428571428572,0.05804988662131527,D#4,305.1008541468089,311.1269837220809,-33.860765907254326
NEW_C_SCALE,27,1.1029478458049886,1.172607709750567,0.06965986394557833,D4,298.31477683371907,293.6647679174076,27.198302415047333
NEW_C_SCALE,28,1.1784126984126984,1.2364625850340136,0.05804988662131527,D#4,305.81059793152326,311.1269837220809,-29.838143136474542
NEW_C_SCALE,29,1.242267573696145,1.4048072562358276,0.16253968253968254,D4,293.77631103295784,293.6647679174076,0.6574522920509225
NEW_C_SCALE,30,1.4106122448979592,1.5151020408163265,0.10448979591836727,C#4,273.32086917787257,277.1826309768721,-24.289484745764902
NEW_C_SCALE,31,1.5209070294784581,1.5441269841269842,0.02321995464852611,D4,294.85326798855004,293.6647679174076,6.992392627183651
NEW_C_SCALE,32,1.5499319727891157,1.5905668934240362,0.04063492063492058,D#4,312.9256700982272,311.1269837220809,9.979785205486104
NEW_C_SCALE,33,1.5963718820861679,1.9969160997732427,0.4005442176870748,E4,324.35234585461177,329.6275569128699,-27.92998085152139
NEW_C_SCALE,34,2.0027210884353743,2.043356009070295,0.04063492063492058,D#4,311.245373470765,311.1269837220809,0.6586422551892772
NEW_C_SCALE,35,2.049160997732426,2.0956009070294783,0.04643990929705222,D4,300.04778694903365,293.6647679174076,37.22651838184064
NEW_C_SCALE,36,2.10140589569161,2.1188208616780044,0.01741496598639447,D#4,302.7015299023499,311.1269837220809,-47.52906834321225
NEW_C_SCALE,37,2.136235827664399,2.1652607709750566,0.029024943310657747,F4,352.448825226124,349.2282314330039,15.892327485113732
NEW_C_SCALE,38,2.1710657596371883,2.2291156462585033,0.05804988662131505,F#4,363.1504444188252,369.9944227116344,-32.32341376714166
NEW_C_SCALE,39,2.234920634920635,2.6006349206349206,0.36571428571428566,F4,350.71695942379694,349.2282314330039,7.3644065494909725
NEW_C_SCALE,40,2.6064399092970523,2.6760997732426306,0.06965986394557833,E4,324.9013010943045,329.6275569128699,-25.00240321431006
