take,note_index,start_time,end_time,duration,note_name,measured_hz,target_hz,cents_error
TRIMMED_4,0,0.08707482993197278,0.8997732426303855,0.8126984126984127,C3,130.3456784734633,130.8127826502993,-6.192926043751593
TRIMMED_4,1,0.905578231292517,0.9636281179138322,0.05804988662131516,B2,125.32097966803525,123.47082531403103,25.749314864284596
TRIMMED_4,2,0.9926530612244898,1.0274829931972789,0.03482993197278905,C#3,139.99586492314796,138.59131548843604,17.45682916461316
TRIMMED_4,3,1.0332879818594105,1.0971428571428572,0.06385487528344669,D3,143.91669847013546,146.8323839587038,-34.723433483024024
TRIMMED_4,4,1.1261678004535147,1.486077097505669,0.35990929705215424,D3,146.2991864479385,146.8323839587038,-6.298132284398408
TRIMMED_4,5,1.4918820861678004,1.5673469387755101,0.07546485260770974,C#3,140.13931442210225,138.59131548843604,19.229863734555405
TRIMMED_4,6,1.5963718820861679,1.619591836734694,0.02321995464852611,D#3,156.91500491890935,155.56349186104046,14.975750573598281
TRIMMED_4,7,1.6253968253968254,1.7124716553287982,0.0870748299319728,E3,162.19758528562974,164.81377845643496,-27.701418565477265
TRIMMED_4,8,1.7356916099773243,2.0549659863945577,0.31927437641723344,E3,162.78448134727523,164.81377845643496,-21.44842399073863
TRIMMED_4,9,2.0607709750566894,2.0956009070294783,0.03482993197278894,D#3,159.61816164225678,155.56349186104046,44.54554751165716
TRIMMED_4,10,2.10140589569161,2.1304308390022677,0.029024943310657747,E3,165.1152066854391,164.81377845643496,3.163365342820144
TRIMMED_4,11,2.136235827664399,2.6296598639455784,0.4934240362811795,F3,172.95241377181372,174.61411571650194,-16.55405029617437
TRIMMED_4,12,2.6354648526077096,2.670294784580499,0.034829931972789385,E3,167.0204071118859,164.81377845643496,23.025035628580447
TRIMMED_4,13,2.6993197278911563,2.7341496598639456,0.034829931972789385,F#3,185.4958018185655,184.9972113558172,4.659614492251881
TRIMMED_4,14,2.7399546485260773,3.2682086167800453,0.528253968253968,G3,192.8963865555897,195.99771799087463,-27.612886588897656
TRIMMED_4,15,3.2914285714285714,3.3146485260770975,0.02321995464852611,G3,201.2569956008258,195.99771799087463,45.84248931988491
TRIMMED_4,16,3.3901133786848074,3.442358276643991,0.05224489795918341,G#3,207.9606121501983,207.65234878997256,2.5681399442362367
TRIMMED_4,17,3.4481632653061225,3.546848072562358,0.09868480725623563,A3,216.1982678993768,220.0,-30.17827076468417
TRIMMED_4,18,3.5700680272108842,3.8951473922902493,0.3250793650793651,A3,217.1471383626157,220.0,-22.596699778903062
TRIMMED_4,19,3.9648072562358276,3.9938321995464854,0.029024943310657747,A#3,238.66296662382257,233.08188075904496,40.96543613969102
TRIMMED_4,20,3.9996371882086166,4.522086167800453,0.5224489795918368,B3,243.23465751909893,246.94165062806206,-26.185659873640123
TRIMMED_4,21,4.574331065759637,4.794920634920635,0.2205895691609978,C4,262.17925087251376,261.6255653005986,3.6599880031415637
