take,note_index,start_time,end_time,duration,note_name,measured_hz,target_hz,cents_error
STACCATO,0,0.2728344671201814,0.2960544217687075,0.02321995464852611,D#2,78.17257033950746,77.78174593052023,8.677027435074697
STACCATO,1,0.3308843537414966,0.3657142857142857,0.03482993197278911,B2,124.45803387271522,123.47082531403103,13.787004130928528
STACCATO,2,0.4527891156462585,0.5166439909297053,0.06385487528344674,C#3,136.93574067615,138.59131548843604,-20.80537585788884
STACCATO,3,0.6095238095238096,0.6501587301587302,0.04063492063492058,C#7,2205.0,2217.4610478149766,-9.756127695731925
STACCATO,4,0.7314285714285714,0.7952834467120181,0.06385487528344669,D2,73.82960258058527,73.41619197935188,9.721328773237474
STACCATO,5,0.8126984126984127,0.8417233560090703,0.029024943310657636,G6,1574.6088503171281,1567.981743926997,7.301676048773623
STACCATO,6,0.893968253968254,0.9404081632653061,0.04643990929705211,D#3,152.37506656223806,155.56349186104046,-35.85200722750121
STACCATO,7,0.9462131519274376,1.0042630385487528,0.05804988662131516,D3,147.88210504181905,146.8323839587038,12.33275345573366
STACCATO,8,1.0216780045351475,1.062312925170068,0.04063492063492058,D3,145.14598844479792,146.8323839587038,-19.99858945160952
STACCATO,9,1.0681179138321995,1.0971428571428572,0.029024943310657747,D2,73.7904732418965,73.41619197935188,8.803539716910546
STACCATO,10,1.4396371882086167,1.4918820861678004,0.052244897959183634,E3,162.74068686289297,164.81377845643496,-21.914246669815604
STACCATO,11,1.5267120181405895,1.5847619047619048,0.05804988662131527,D#3,158.50778567735588,155.56349186104046,32.460217784370144
STACCATO,12,2.0956009070294783,2.159455782312925,0.06385487528344669,F#3,184.00437698073065,184.9972113558172,-9.316126961464377
STACCATO,13,2.1652607709750566,2.3045804988662133,0.13931972789115665,F3,176.2677226431122,174.61411571650194,16.31775427661856
STACCATO,14,2.6528798185941045,2.7225396825396824,0.06965986394557788,G#3,204.00121837524753,207.65234878997256,-30.710906224510993
STACCATO,15,2.728344671201814,2.8444444444444446,0.11609977324263054,G3,196.1755479094574,195.99771799087463,1.570047006580063
STACCATO,16,2.8502494331065757,2.896689342403628,0.04643990929705222,F#3,189.94533394605838,184.9972113558172,45.69689823486085
STACCATO,17,3.2275736961451247,3.250793650793651,0.02321995464852611,A#2,116.68980580479493,116.54094037952248,2.2100081758081003
STACCATO,18,3.2856235827664397,3.430748299319728,0.1451247165532883,A3,223.8371321314362,220.0,29.93503168994373
STACCATO,19,3.436553287981859,3.465578231292517,0.029024943310657747,G#3,212.7142427959351,207.65234878997256,41.69573429690074
STACCATO,20,3.4713832199546486,3.500408163265306,0.029024943310657303,A2,108.18460515393164,110.0,-28.809969409097555
STACCATO,21,3.8545124716553287,3.889342403628118,0.034829931972789385,C2,65.23668639053254,65.40639132514966,-4.497737369518399
STACCATO,22,3.9067573696145126,4.040272108843538,0.13351473922902501,B3,244.24133917899672,246.94165062806206,-19.03534250234322
STACCATO,23,4.051882086167801,4.173786848072562,0.1219047619047613,B3,246.16149594091172,246.94165062806206,-5.478089094640861
STACCATO,24,4.556916099773242,4.707845804988662,0.15092970521541993,C4,258.53775129548745,261.6255653005986,-20.554281189018415
STACCATO,25,4.731065759637188,4.794920634920635,0.06385487528344669,C4,256.7494649842215,261.6255653005986,-32.57070419789392
