take,note_index,start_time,end_time,duration,note_name,measured_hz,target_hz,cents_error
NO_OUTLIERS_1,0,0.0,0.058049886621315196,0.058049886621315196,B5,1002.2727272727273,987.7666025122483,25.239643804345945
NO_OUTLIERS_1,1,0.06965986394557823,0.3831292517006803,0.3134693877551021,C4,258.7884847634979,261.6255653005986,-18.876120211309754
NO_OUTLIERS_1,2,0.38893424036281177,0.46439909297052157,0.0754648526077098,B3,252.7594726760064,246.94165062806206,40.31396479164579
NO_OUTLIERS_1,3,0.47020408163265304,0.5572789115646258,0.0870748299319728,C4,255.87604414667805,261.6255653005986,-38.470127185600134
NO_OUTLIERS_1,4,0.5630839002267574,0.6443537414965986,0.08126984126984127,B3,252.95824087392964,246.94165062806206,41.67485953832419
NO_OUTLIERS_1,5,0.6501587301587302,0.8997732426303855,0.24961451247165534,C4,258.5119386831261,261.6255653005986,-20.727137586840865
NO_OUTLIERS_1,6,0.905578231292517,0.9984580498866213,0.09287981859410432,C#4,275.2092565281039,277.1826309768721,-12.369434266129527
NO_OUTLIERS_1,7,1.0042630385487528,1.486077097505669,0.4818140589569162,D4,290.81340838610674,293.6647679174076,-16.891682421771076
NO_OUTLIERS_1,8,1.4918820861678004,1.5383219954648526,0.04643990929705222,C#4,283.30282714302456,277.1826309768721,37.809770021855414
NO_OUTLIERS_1,9,1.5441269841269842,1.5673469387755101,0.023219954648525887,D4,292.0681132444727,293.6647679174076,-9.43839715956854
NO_OUTLIERS_1,10,1.5731519274376418,1.5847619047619048,0.011609977324263054,D#4,313.011377610569,311.1269837220809,10.453889638503584
NO_OUTLIERS_1,11,1.5905668934240362,1.6950566893424037,0.10448979591836749,E4,329.0323315997998,329.6275569128699,-3.129003685636854
NO_OUTLIERS_1,12,1.7008616780045351,1.7298866213151927,0.029024943310657525,D#4,318.44353511894883,311.1269837220809,40.24087156817683
NO_OUTLIERS_1,13,1.7356916099773243,2.0317460317460316,0.29605442176870733,E4,330.5030247038584,329.6275569128699,4.591941592789034
NO_OUTLIERS_1,14,2.0375510204081633,2.0549659863945577,0.01741496598639447,D#4,309.3795054538045,311.1269837220809,-9.751072482815054
NO_OUTLIERS_1,15,2.0607709750566894,2.072380952380952,0.011609977324262832,D4,300.45437788933816,293.6647679174076,39.570903560380614
NO_OUTLIERS_1,16,2.078185941043084,2.0956009070294783,0.01741496598639447,D#4,309.5293831239477,311.1269837220809,-8.912586122035455
NO_OUTLIERS_1,17,2.10140589569161,2.1130158730158732,0.011609977324263276,E4,332.60553374539154,329.6275569128699,15.57037760479034
NO_OUTLIERS_1,18,2.1188208616780044,2.705124716553288,0.5863038548752835,F4,347.30447937389397,349.2282314330039,-9.563006829137231
NO_OUTLIERS_1,19,2.7109297052154195,2.7399546485260773,0.029024943310657747,F#4,370.43854368887907,369.9944227116344,2.076832028849621
NO_OUTLIERS_1,20,2.7457596371882085,3.2565986394557824,0.510839002267574,G4,390.522911563599,391.99543598174927,-6.51559782045217
NO_OUTLIERS_1,21,3.2624036281179136,3.274013605442177,0.011609977324263276,G#4,405.542936680633,415.3046975799451,-41.17862781913145
NO_OUTLIERS_1,22,3.2798185941043085,3.2914285714285714,0.011609977324262832,G#3,205.3147303227011,207.65234878997256,-19.599663574900386
NO_OUTLIERS_1,23,3.3030385487528346,3.74421768707483,0.4411791383219952,A4,438.5301081732913,440.0,-5.793151833274279
NO_OUTLIERS_1,24,3.7848526077097504,3.813877551020408,0.029024943310657747,F2,87.98052997915656,87.30705785825097,13.303207812106203
NO_OUTLIERS_1,25,3.81968253968254,3.8312925170068026,0.011609977324262832,D#2,79.8913043478261,77.78174593052023,46.328238035299925
NO_OUTLIERS_1,26,3.8370975056689343,3.8603174603174604,0.02321995464852611,E2,84.64817402301692,82.4068892282175,46.45679469491731
NO_OUTLIERS_1,27,3.93578231292517,4.342131519274377,0.4063492063492067,B4,497.3035644815033,493.8833012561241,11.947897736030777
NO_OUTLIERS_1,28,4.347936507936508,4.359546485260771,0.011609977324263276,E2,82.60959099489399,82.4068892282175,4.253203998839111
NO_OUTLIERS_1,29,4.365351473922902,4.3769614512471655,0.011609977324263276,F2,86.61815502148066,87.30705785825097,-13.714610606896683
NO_OUTLIERS_1,30,4.382766439909297,4.4117913832199545,0.029024943310657747,D#4,307.00728191567254,311.1269837220809,-23.076778101844766
NO_OUTLIERS_1,31,4.4175963718820865,4.516281179138322,0.09868480725623563,E4,329.54137588159927,329.6275569128699,-0.45268983153389675
NO_OUTLIERS_1,32,4.533696145124717,4.54530612244898,0.011609977324263276,C#5,540.203999961022,554.3652619537442,-44.79904164797832
NO_OUTLIERS_1,33,4.551111111111111,4.794920634920635,0.24380952380952348,C5,520.9794431510227,523.2511306011972,-7.5324913207425634
